BHK,TYPE,AREA,C_STATUS,SQ_FT,CITY,PRICE
4,Apartment,Ambli,Ready to move,4000,Ahmedabad,8750
3,Apartment,Bodakdev,Ready to move,2800,Ahmedabad,5357
2,Apartment,Bodakdev,Ready to move,1170,Ahmedabad,4871
2,Villa,Bopal,Ready to move,2160,Ahmedabad,6481
1,Apartment,Bopal,Ready to move,1385,Ahmedabad,4332
4,Villa,Shela,Ready to move,3222,Ahmedabad,4500
3,Apartment,Navrangpura,Ready to move,2100,Ahmedabad,6095
3,Apartment,Vastrapur,Ready to move,1845,Ahmedabad,6233
2,Apartment,Gota,Ready to move,1260,Ahmedabad,3492
4,Villa,South Bopal,Ready to move,5940,Ahmedabad,5868
2,Apartment,New Maninagar,Ready to move,945,Ahmedabad,2962
3,Apartment,Jagatpur,Ready to move,2211,Ahmedabad,4296
2,Apartment,NR Vandematram Cross Road,Ready to move,1020,Ahmedabad,3725
3,Apartment,Vastrapur,Ready to move,1350,Ahmedabad,4814
3,Apartment,Ognaj,Ready to move,1980,Ahmedabad,4166
3,Apartment,Thaltej,Ready to move,1650,Ahmedabad,8787
2,Apartment,Navrangpura,Ready to move,1080,Ahmedabad,10185
4,Apartment,Satellite,Ready to move,2885,Ahmedabad,5615
4,Apartment,Satellite,Ready to move,2750,Ahmedabad,5600
2,Apartment,Jagatpur,Ready to move,1100,Ahmedabad,3818
2,Apartment,Sardar Patel Ring Road,Ready to move,1116,Ahmedabad,5465
3,Apartment,Thaltej,Under Construction,1633,Ahmedabad,12431
4,Apartment,Ellisbridge,Ready to move,3525,Ahmedabad,8226
2,Apartment,Bopal,Ready to move,1436,Ahmedabad,4526
4,Apartment,Thaltej,Ready to move,3525,Ahmedabad,6666
3,Apartment,Vastrapur,Ready to move,1665,Ahmedabad,5885
2,Apartment,Bopal,Ready to move,1251,Ahmedabad,4316
4,Apartment,Bodakdev,Ready to move,2000,Ahmedabad,5100
2,Apartment,Chandkheda,Under Construction,1278,Ahmedabad,2888
1,Apartment,Ranip,Under Construction,641,Ahmedabad,2897
2,Apartment,Near Nirma University On SG Highway,Ready to move,953,Ahmedabad,3567
1,Apartment,Near Nirma University On SG Highway,Ready to move,662,Ahmedabad,3474
1,Apartment,Near Nirma University On SG Highway,Ready to move,661,Ahmedabad,3479
5,Apartment,Ambli,Under Construction,5881,Ahmedabad,8995
2,Independent Floor,Singarva,Ready to move,1017,Ahmedabad,3146
4,Penthouse,SP Ring Road,Ready to move,2284,Ahmedabad,4636
3,Penthouse,SP Ring Road,Ready to move,1994,Ahmedabad,4663
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1850,Ahmedabad,3999
2,Apartment,Ranip,Ready to move,990,Ahmedabad,3535
3,Penthouse,Near Nirma University On SG Highway,Ready to move,1838,Ahmedabad,4684
4,Villa,Bopal,Under Construction,1773,Ahmedabad,12194
3,Apartment,Gota,Ready to move,1427,Ahmedabad,4344
4,Apartment,Ambavadi,Ready to move,3690,Ahmedabad,6775
4,Apartment,SP Ring Road,Ready to move,3800,Ahmedabad,4250
2,Apartment,Gota,Ready to move,1210,Ahmedabad,3768
5,Penthouse,Ramdev Nagar,Ready to move,1665,Ahmedabad,4804
4,Apartment,Satellite,Ready to move,4400,Ahmedabad,7500
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3222,Ahmedabad,4034
2,Apartment,Chanakyapuri,Ready to move,1080,Ahmedabad,4722
3,Apartment,Memnagar,Ready to move,1440,Ahmedabad,6388
4,Penthouse,Near Nirma University On SG Highway,Ready to move,2284,Ahmedabad,4636
2,Apartment,Near Nirma University On SG Highway,Ready to move,1325,Ahmedabad,4303
4,Penthouse,SP Ring Road,Ready to move,2735,Ahmedabad,4678
4,Penthouse,Near Nirma University On SG Highway,Ready to move,2735,Ahmedabad,4678
2,Apartment,Near Nirma University On SG Highway,Ready to move,1425,Ahmedabad,4315
3,Penthouse,SP Ring Road,Ready to move,1838,Ahmedabad,4684
4,Villa,South Bopal,Ready to move,5661,Ahmedabad,6021
2,Apartment,Satellite,Ready to move,1035,Ahmedabad,5217
4,Apartment,Surdhara Circle,Ready to move,3618,Ahmedabad,6299
2,Apartment,Motera,Ready to move,1341,Ahmedabad,3728
2,Apartment,Changodar,Ready to move,855,Ahmedabad,2046
2,Apartment,Changodar,Ready to move,900,Ahmedabad,2000
2,Apartment,Near Nirma University On SG Highway,Ready to move,903,Ahmedabad,2547
4,Independent House,Thaltej Shilaj Road,Ready to move,3600,Ahmedabad,11111
2,Apartment,Chandkheda,Ready to move,1000,Ahmedabad,3500
1,Apartment,Vastral,Ready to move,1107,Ahmedabad,3071
3,Apartment,Gota,Ready to move,1875,Ahmedabad,4106
1,Apartment,Bhadra,Ready to move,165,Ahmedabad,9090
2,Apartment,Vastrapur,Ready to move,1251,Ahmedabad,6394
2,Apartment,New Maninagar,Ready to move,1305,Ahmedabad,2681
3,Penthouse,Surdhara Circle,Ready to move,1800,Ahmedabad,4722
1,Apartment,Subhash Bridge,Ready to move,1200,Ahmedabad,1166
4,Villa,Chandkheda,Ready to move,2250,Ahmedabad,4222
2,Penthouse,Satellite,Ready to move,1143,Ahmedabad,10061
2,Apartment,Sharnam County,Under Construction,1450,Ahmedabad,3200
4,Apartment,Bopal,Ready to move,2700,Ahmedabad,5814
4,Apartment,Prahlad Nagar,Ready to move,2700,Ahmedabad,5814
1,Apartment,Gandhinagar Ahmedabad Road,Under Construction,815,Ahmedabad,4907
3,Apartment,Law Garden,Ready to move,3530,Ahmedabad,9915
3,Apartment,Gota,Ready to move,1665,Ahmedabad,3063
2,Apartment,Paldi,Ready to move,1100,Ahmedabad,5000
3,Apartment,Shela,Ready to move,1440,Ahmedabad,4027
1,Apartment,Odhav,Ready to move,648,Ahmedabad,2083
4,Apartment,Ambli,Ready to move,2716,Ahmedabad,6148
3,Apartment,Satellite,Ready to move,1485,Ahmedabad,5319
3,Apartment,Surdhara Circle,Ready to move,2295,Ahmedabad,6299
5,Villa,Science City,Ready to move,2520,Ahmedabad,8730
2,Apartment,Vatva,Ready to move,1215,Ahmedabad,1975
4,Apartment,Ambli,Under Construction,3500,Ahmedabad,7142
2,Apartment,Vastrapur,Ready to move,990,Ahmedabad,5151
3,Apartment,Bodakdev,Ready to move,1485,Ahmedabad,4377
2,Apartment,Bodakdev,Ready to move,1152,Ahmedabad,4774
4,Apartment,Bodakdev,Ready to move,2475,Ahmedabad,5858
4,Independent Floor,Vastrapur,Ready to move,2000,Ahmedabad,7500
4,Apartment,Vastrapur,Ready to move,4051,Ahmedabad,1974
3,Apartment,Vastrapur,Ready to move,3150,Ahmedabad,2380
3,Apartment,Bodakdev,Ready to move,2565,Ahmedabad,3118
3,Apartment,Chandkheda,Ready to move,2025,Ahmedabad,3555
3,Apartment,Near Nirma University On SG Highway,Ready to move,2211,Ahmedabad,4748
4,Apartment,Ambli,Ready to move,3938,Ahmedabad,6749
2,Apartment,Bopal,Ready to move,1200,Ahmedabad,3583
1,Apartment,Vastral,Ready to move,585,Ahmedabad,2307
3,Apartment,Jodhpur Village,Ready to move,1989,Ahmedabad,6787
4,Apartment,Near Nirma University On SG Highway,Ready to move,2284,Ahmedabad,4334
2,Apartment,Chandkheda,Ready to move,1269,Ahmedabad,2521
2,Apartment,Nikol,Ready to move,1215,Ahmedabad,2057
2,Apartment,Narol,Ready to move,954,Ahmedabad,1886
3,Villa,Hathijan,Ready to move,1566,Ahmedabad,3703
3,Apartment,Science City,Ready to move,2061,Ahmedabad,5337
4,Independent House,Bopal,Ready to move,2826,Ahmedabad,3609
3,Independent House,Ghuma,Ready to move,2430,Ahmedabad,3909
3,Apartment,Bopal,Ready to move,2025,Ahmedabad,4938
4,Independent House,Thaltej,Ready to move,2025,Ahmedabad,6666
2,Apartment,IIM Road,Ready to move,1251,Ahmedabad,6199
4,Apartment,Bopal,Ready to move,3200,Ahmedabad,5625
3,Apartment,Near Nirma University On SG Highway,Ready to move,1482,Ahmedabad,4318
2,Apartment,Bopal,Under Construction,1285,Ahmedabad,3265
2,Apartment,SP Ring Road,Under Construction,1285,Ahmedabad,3264
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1080,Ahmedabad,3888
2,Apartment,Ranip,Ready to move,1188,Ahmedabad,3282
2,Apartment,Vasna,Ready to move,1130,Ahmedabad,4115
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1850,Ahmedabad,3891
1,Independent House,Gandhi Nagar,Ready to move,810,Ahmedabad,9876
2,Apartment,Satellite,Ready to move,1200,Ahmedabad,5166
3,Apartment,Shela,Ready to move,1876,Ahmedabad,4530
1,Apartment,South Bopal,Ready to move,540,Ahmedabad,5000
3,Apartment,Near Nirma University On SG Highway,Under Construction,1430,Ahmedabad,4895
2,Apartment,Chandkheda,Ready to move,1062,Ahmedabad,3013
2,Apartment,Nava Naroda,Ready to move,1404,Ahmedabad,2279
2,Apartment,Hathijan,Ready to move,1215,Ahmedabad,1728
3,Apartment,Jodhpur Village,Ready to move,1900,Ahmedabad,6052
4,Independent House,Bodakdev,Ready to move,7020,Ahmedabad,10113
2,Apartment,South Bopal,Ready to move,1280,Ahmedabad,4062
3,Apartment,Makarba,Ready to move,1665,Ahmedabad,5105
3,Apartment,Satellite,Ready to move,1953,Ahmedabad,4608
3,Apartment,Satellite,Ready to move,1620,Ahmedabad,5246
1,Apartment,Near Nirma University On SG Highway,Ready to move,600,Ahmedabad,4000
3,Apartment,Motera,Ready to move,2025,Ahmedabad,3679
3,Apartment,Chandkheda,Ready to move,1980,Ahmedabad,4040
3,Apartment,Thaltej,Ready to move,1908,Ahmedabad,5188
1,Apartment,Ratanpura Gam,Ready to move,675,Ahmedabad,3111
2,Apartment,New Ranip,Ready to move,1332,Ahmedabad,3303
3,Penthouse,Gurukul Road,Ready to move,2088,Ahmedabad,3591
1,Apartment,Gota,Ready to move,639,Ahmedabad,3599
2,Apartment,Vastrapur,Ready to move,1251,Ahmedabad,6199
4,Apartment,Shela,Ready to move,3800,Ahmedabad,4250
2,Apartment,Chandkheda,Ready to move,1035,Ahmedabad,2898
2,Apartment,South Bopal,Ready to move,1215,Ahmedabad,4032
3,Apartment,Shela,Under Construction,1445,Ahmedabad,2629
3,Apartment,Bopal,Ready to move,2610,Ahmedabad,5938
3,Apartment,Thaltej,Ready to move,1845,Ahmedabad,6775
3,Apartment,Thaltej Shilaj Road,Ready to move,1215,Ahmedabad,4938
2,Apartment,Gota,Under Construction,1195,Ahmedabad,3410
2,Apartment,Near Nirma University On SG Highway,Under Construction,1195,Ahmedabad,3410
4,Apartment,Thaltej,Under Construction,5100,Ahmedabad,7254
3,Apartment,Thaltej,Ready to move,2100,Ahmedabad,6761
3,Apartment,SG Road,Ready to move,1665,Ahmedabad,5945
4,Apartment,Vastrapur,Ready to move,2727,Ahmedabad,6233
4,Apartment,Bopal,Ready to move,2775,Ahmedabad,4684
4,Apartment,Prahlad Nagar,Ready to move,2750,Ahmedabad,7090
4,Apartment,Bodakdev,Ready to move,5000,Ahmedabad,8400
2,Apartment,Ranip,Ready to move,990,Ahmedabad,3232
2,Apartment,Amraiwadi,Ready to move,1027,Ahmedabad,4479
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1850,Ahmedabad,4000
3,Apartment,Memnagar,Ready to move,1632,Ahmedabad,6001
3,Apartment,Vastrapur,Under Construction,1585,Ahmedabad,6164
2,Apartment,Near Nirma University On SG Highway,Under Construction,800,Ahmedabad,4375
2,Apartment,Gota,Under Construction,1387,Ahmedabad,4506
2,Apartment,Gota,Under Construction,1164,Ahmedabad,4209
2,Apartment,Near Vaishno Devi Circle On SG Highway,Under Construction,875,Ahmedabad,3847
2,Apartment,Gota,Under Construction,1010,Ahmedabad,3643
3,Apartment,Shela,Ready to move,1255,Ahmedabad,3745
3,Apartment,Vastrapur,Under Construction,1615,Ahmedabad,6164
1,Apartment,Gota,Under Construction,640,Ahmedabad,3089
2,Apartment,Near Nirma University On SG Highway,Under Construction,900,Ahmedabad,4888
4,Villa,South Bopal,Under Construction,3105,Ahmedabad,5782
3,Apartment,Mahadev Nagar,Ready to move,1503,Ahmedabad,3226
2,Apartment,Maninagar East,Ready to move,1124,Ahmedabad,5338
5,Villa,Science City,Ready to move,3150,Ahmedabad,6984
4,Apartment,Nikol,Ready to move,1860,Ahmedabad,2956
3,Apartment,Jodhpur Village,Ready to move,1974,Ahmedabad,7000
3,Apartment,Vastrapur,Under Construction,1885,Ahmedabad,6164
4,Apartment,Gota,Ready to move,3250,Ahmedabad,4861
3,Apartment,Paldi,Ready to move,1530,Ahmedabad,7189
2,Apartment,Near Nirma University On SG Highway,Ready to move,1141,Ahmedabad,5258
3,Independent House,Chandkheda,Ready to move,900,Ahmedabad,7222
1,Independent House,Vejalpur,Ready to move,495,Ahmedabad,15151
4,Apartment,Prahlad Nagar,Ready to move,4400,Ahmedabad,7500
1,Apartment,S G Highway,Under Construction,640,Ahmedabad,3089
1,Apartment,S G Highway,Under Construction,635,Ahmedabad,3089
1,Apartment,S G Highway,Under Construction,630,Ahmedabad,3088
3,Apartment,Gurukul,Ready to move,2070,Ahmedabad,3381
2,Apartment,Chanakyapuri,Ready to move,1500,Ahmedabad,3733
1,Apartment,Nikol,Ready to move,500,Ahmedabad,4000
3,Apartment,Chanakyapuri,Ready to move,1665,Ahmedabad,5105
2,Apartment,Motera,Ready to move,1135,Ahmedabad,5110
2,Apartment,Near Nirma University On SG Highway,Ready to move,1167,Ahmedabad,4113
2,Apartment,SG Highway Service Road,Ready to move,1062,Ahmedabad,4048
2,Apartment,SG Highway Service Road,Ready to move,1300,Ahmedabad,3538
3,Apartment,Mahavir Nagar Society,Ready to move,1842,Ahmedabad,5863
2,Apartment,Balol Nagar Cross Road,Ready to move,903,Ahmedabad,3543
2,Apartment,Balol Nagar Cross Road,Ready to move,903,Ahmedabad,3543
3,Apartment,Naranpuraa,Ready to move,1672,Ahmedabad,6040
3,Apartment,Devnagar,Ready to move,2199,Ahmedabad,3342
3,Apartment,Mahavir Nagar Society,Ready to move,2020,Ahmedabad,5940
3,Apartment,Nikol,Ready to move,2160,Ahmedabad,3564
2,Apartment,Nikol,Ready to move,1242,Ahmedabad,2898
5,Penthouse,Vaishnodevi,Ready to move,6120,Ahmedabad,3954
4,Apartment,Vaishnodevi,Ready to move,3640,Ahmedabad,4450
2,Apartment,Gota,Ready to move,1341,Ahmedabad,3952
2,Apartment,Near Nirma University On SG Highway,Under Construction,958,Ahmedabad,3653
2,Apartment,Near Nirma University On SG Highway,Under Construction,958,Ahmedabad,3131
2,Apartment,South Bopal,Under Construction,1096,Ahmedabad,3969
2,Apartment,South Bopal,Under Construction,971,Ahmedabad,3513
2,Apartment,South Bopal,Under Construction,1200,Ahmedabad,3200
2,Apartment,Near Nirma University On SG Highway,Under Construction,685,Ahmedabad,5109
2,Apartment,Near Nirma University On SG Highway,Under Construction,685,Ahmedabad,4671
1,Apartment,Near Nirma University On SG Highway,Under Construction,958,Ahmedabad,3340
1,Apartment,Near Nirma University On SG Highway,Under Construction,958,Ahmedabad,3131
5,Penthouse,Vaishnodevi,Ready to move,6440,Ahmedabad,4658
4,Apartment,Vaishnodevi,Ready to move,3780,Ahmedabad,4656
2,Apartment,Chandkheda,Under Construction,845,Ahmedabad,4260
3,Apartment,Chandkheda,Under Construction,1337,Ahmedabad,4263
3,Independent Floor,Near Nirma University On SG Highway,Ready to move,1905,Ahmedabad,4251
5,Villa,Shela,Ready to move,7065,Ahmedabad,6479
2,Apartment,Maninagar,Ready to move,1260,Ahmedabad,3809
4,Apartment,Ambli,Under Construction,5345,Ahmedabad,6649
1,Apartment,Saraspur,Ready to move,1350,Ahmedabad,3555
5,Penthouse,Near Nirma University On SG Highway,Ready to move,6440,Ahmedabad,4658
3,Apartment,Ambli,Ready to move,2411,Ahmedabad,6014
4,Apartment,Gurukul,Ready to move,3060,Ahmedabad,7679
4,Villa,Vaishnodevi,Ready to move,6858,Ahmedabad,4359
4,Apartment,Ambavadi,Ready to move,4150,Ahmedabad,8409
3,Apartment,Thaltej,Ready to move,1655,Ahmedabad,5099
3,Apartment,Satellite,Ready to move,3000,Ahmedabad,6666
3,Apartment,Shela,Ready to move,1250,Ahmedabad,3292
3,Apartment,Thaltej,Ready to move,1385,Ahmedabad,5000
3,Apartment,Thaltej,Ready to move,1745,Ahmedabad,5099
3,Apartment,Gota,Ready to move,1710,Ahmedabad,3508
4,Apartment,Ambli Bopal Road,Ready to move,2756,Ahmedabad,6966
3,Apartment,Gota,Under Construction,2079,Ahmedabad,3723
3,Independent House,Bopal,Ready to move,2295,Ahmedabad,5228
2,Apartment,South Bopal Road,Ready to move,1044,Ahmedabad,4022
3,Independent House,Bopal,Ready to move,2340,Ahmedabad,5128
2,Apartment,South Bopal,Ready to move,1270,Ahmedabad,4015
3,Apartment,Bopal,Ready to move,1629,Ahmedabad,4297
3,Villa,Sola,Ready to move,2520,Ahmedabad,7142
3,Apartment,New C G Road,Ready to move,1890,Ahmedabad,3968
3,Independent House,Isanpur,Ready to move,1500,Ahmedabad,3066
3,Apartment,Vaishnodevi,Ready to move,2510,Ahmedabad,4302
2,Apartment,Baroda Highway,Ready to move,1200,Ahmedabad,3333
4,Villa,Near Nirma University On SG Highway,Under Construction,6768,Ahmedabad,8569
2,Apartment,South Bopal,Under Construction,1195,Ahmedabad,3200
2,Apartment,South Bopal,Under Construction,1135,Ahmedabad,3200
3,Apartment,South Bopal,Under Construction,1485,Ahmedabad,3200
3,Apartment,South Bopal,Under Construction,1340,Ahmedabad,4045
3,Apartment,South Bopal,Under Construction,1112,Ahmedabad,3652
3,Apartment,South Bopal,Under Construction,1450,Ahmedabad,3200
6,Villa,Near Nirma University On SG Highway,Under Construction,11000,Ahmedabad,14258
6,Villa,Near Nirma University On SG Highway,Under Construction,10503,Ahmedabad,12529
3,Apartment,Jagatpur,Under Construction,1858,Ahmedabad,4198
3,Apartment,Gota,Under Construction,1815,Ahmedabad,4132
3,Apartment,Jagatpur,Under Construction,1387,Ahmedabad,4506
3,Apartment,Vaishnodevi,Ready to move,2510,Ahmedabad,4302
2,Apartment,Ranip,Under Construction,1069,Ahmedabad,2970
2,Apartment,Baroda Highway,Ready to move,1200,Ahmedabad,3333
4,Apartment,Bodakdev,Under Construction,3300,Ahmedabad,6600
3,Apartment,Gota,Under Construction,1575,Ahmedabad,3665
4,Villa,gota SG higway,Ready to move,1740,Ahmedabad,10344
4,Penthouse,Vastrapur,Under Construction,3390,Ahmedabad,7020
4,Penthouse,Vastrapur,Under Construction,3373,Ahmedabad,7019
3,Penthouse,Vastrapur,Under Construction,2283,Ahmedabad,7019
3,Apartment,SP Ring Road,Under Construction,1112,Ahmedabad,3652
2,Apartment,Jagatpur,Under Construction,1269,Ahmedabad,3332
3,Apartment,Ghuma,Under Construction,1340,Ahmedabad,4045
3,Apartment,South Bopal,Ready to move,1250,Ahmedabad,3292
3,Apartment,SP Ring Road,Under Construction,1485,Ahmedabad,3200
1,Apartment,Near Nirma University On SG Highway,Under Construction,958,Ahmedabad,3862
2,Apartment,Near Nirma University On SG Highway,Under Construction,685,Ahmedabad,4379
2,Apartment,Vejalpur,Ready to move,990,Ahmedabad,4545
4,Apartment,Satellite,Under Construction,3300,Ahmedabad,6600
4,Apartment,Bodakdev,Under Construction,3300,Ahmedabad,6600
4,Villa,Shela,Under Construction,2430,Ahmedabad,8261
5,Penthouse,Thaltej,Under Construction,6220,Ahmedabad,6600
4,Apartment,Thaltej,Under Construction,3702,Ahmedabad,5596
4,Apartment,Satellite,Under Construction,3300,Ahmedabad,6600
4,Penthouse,S G Highway,Under Construction,2754,Ahmedabad,3649
3,Apartment,SP Ring Road,Under Construction,1550,Ahmedabad,3676
4,Villa,gota SG higway,Ready to move,1740,Ahmedabad,10344
4,Penthouse,S G Highway,Under Construction,3132,Ahmedabad,3649
4,Apartment,Jagatpur,Under Construction,2754,Ahmedabad,3649
3,Apartment,S G Highway,Under Construction,2133,Ahmedabad,3649
3,Apartment,Jagatpur,Under Construction,1890,Ahmedabad,3649
3,Apartment,Shela,Under Construction,1725,Ahmedabad,3200
2,Apartment,S G Highway,Under Construction,1269,Ahmedabad,3332
3,Apartment,SP Ring Road,Under Construction,1340,Ahmedabad,4045
3,Apartment,Shela,Under Construction,1485,Ahmedabad,3200
3,Apartment,Gota,Under Construction,1575,Ahmedabad,3665
2,Apartment,Bopal,Under Construction,1240,Ahmedabad,3200
4,Villa,South Bopal,Under Construction,1800,Ahmedabad,8611
2,Apartment,Vejalpur,Ready to move,990,Ahmedabad,4545
3,Apartment,Near Nirma University On SG Highway,Under Construction,1540,Ahmedabad,4090
4,Villa,Shela,Under Construction,2430,Ahmedabad,8261
3,Penthouse,Drive in Rd,Under Construction,2283,Ahmedabad,7008
2,Apartment,Near Nirma University On SG Highway,Ready to move,1150,Ahmedabad,4000
3,Apartment,S G Highway,Under Construction,2079,Ahmedabad,3722
3,Apartment,Jagatpur,Under Construction,2079,Ahmedabad,3722
4,Penthouse,Gota,Under Construction,3797,Ahmedabad,5267
4,Penthouse,Near Nirma University On SG Highway,Under Construction,3797,Ahmedabad,5267
4,Apartment,Thaltej,Under Construction,2845,Ahmedabad,5600
5,Penthouse,Thaltej,Under Construction,4775,Ahmedabad,6600
5,Penthouse,Thaltej,Under Construction,4845,Ahmedabad,6600
2,Apartment,Satellite,Ready to move,1178,Ahmedabad,6366
4,Apartment,Ambavadi,Under Construction,3447,Ahmedabad,7542
3,Villa,Sindhubhavan Road,Ready to move,2070,Ahmedabad,18115
3,Apartment,Ramdev Nagar,Ready to move,1755,Ahmedabad,7407
2,Apartment,Wadaj,Ready to move,1242,Ahmedabad,5314
2,Apartment,Naranpura Road,Ready to move,1250,Ahmedabad,4508
2,Apartment,Gurukul,Ready to move,970,Ahmedabad,6000
2,Apartment,Vaishnodevi,Under Construction,1075,Ahmedabad,3534
3,Apartment,Bopal,Ready to move,2513,Ahmedabad,5173
3,Apartment,Drive in Rd,Ready to move,1665,Ahmedabad,5525
4,Villa,South Bopal,Ready to move,7200,Ahmedabad,10833
4,Apartment,SG Road,Ready to move,4800,Ahmedabad,7187
3,Apartment,Shilaj,Under Construction,1651,Ahmedabad,3949
1,Apartment,Vejalpur,Ready to move,720,Ahmedabad,3888
2,Apartment,Bopal,Ready to move,1000,Ahmedabad,6500
5,Apartment,Ambli,Under Construction,5881,Ahmedabad,9522
2,Apartment,gota SG higway,Ready to move,1179,Ahmedabad,3816
1,Apartment,Vadsar,Ready to move,536,Ahmedabad,2332
3,Independent Floor,Gota,Ready to move,1557,Ahmedabad,3532
3,Apartment,Gota,Ready to move,1548,Ahmedabad,5038
4,Apartment,Bodakdev,Ready to move,4400,Ahmedabad,7272
4,Apartment,Thaltej,Ready to move,3393,Ahmedabad,6631
3,Apartment,Thaltej,Ready to move,3200,Ahmedabad,7656
2,Apartment,Vejalpur,Ready to move,1220,Ahmedabad,3114
1,Apartment,Near Nirma University On SG Highway,Ready to move,660,Ahmedabad,3484
1,Apartment,Near Nirma University On SG Highway,Ready to move,677,Ahmedabad,3397
2,Apartment,Navrangpura,Ready to move,1080,Ahmedabad,5833
4,Apartment,Ambli,Under Construction,4384,Ahmedabad,9010
3,Independent House,KK Nagar Road,Ready to move,900,Ahmedabad,15555
4,Apartment,Jagatpur,Under Construction,3307,Ahmedabad,4687
4,Apartment,Vastrapur,Under Construction,2415,Ahmedabad,5590
3,Apartment,Vastrapur,Under Construction,2020,Ahmedabad,5495
3,Apartment,Thaltej,Under Construction,1615,Ahmedabad,5938
3,Apartment,Thaltej,Under Construction,1585,Ahmedabad,5962
3,Apartment,Vastrapur,Under Construction,2020,Ahmedabad,5695
2,Apartment,Gota,Ready to move,1296,Ahmedabad,3240
2,Apartment,Vastral,Ready to move,1053,Ahmedabad,2326
3,Apartment,Shyamal Cross Road,Ready to move,1530,Ahmedabad,4705
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1427,Ahmedabad,5956
3,Apartment,Makarba,Ready to move,1350,Ahmedabad,4666
3,Apartment,IIM Road,Under Construction,1615,Ahmedabad,6164
3,Apartment,Vaishnodevi,Ready to move,1850,Ahmedabad,4054
2,Apartment,Near Nirma University On SG Highway,Ready to move,1262,Ahmedabad,3565
2,Apartment,Gota,Ready to move,1215,Ahmedabad,2880
3,Apartment,IIM Road,Under Construction,2020,Ahmedabad,6164
2,Apartment,SP Ring Road,Ready to move,1425,Ahmedabad,4315
2,Apartment,SP Ring Road,Ready to move,1325,Ahmedabad,4301
2,Independent Floor,Near Nirma University On SG Highway,Ready to move,1305,Ahmedabad,3524
2,Apartment,Gota,Ready to move,1125,Ahmedabad,3733
3,Apartment,Motera,Ready to move,2070,Ahmedabad,4589
2,Apartment,Gota,Ready to move,1350,Ahmedabad,4000
5,Villa,Bopal,Ready to move,3600,Ahmedabad,9861
4,Apartment,S G Highway,Under Construction,3381,Ahmedabad,4643
3,Apartment,Vaishnodevi,Under Construction,1360,Ahmedabad,3563
4,Apartment,Bopal,Ready to move,3800,Ahmedabad,4250
3,Apartment,Gota,Ready to move,2280,Ahmedabad,3947
1,Apartment,Shela,Ready to move,646,Ahmedabad,3250
2,Apartment,Bodakdev,Ready to move,990,Ahmedabad,6565
3,Apartment,Vastrapur,Ready to move,2045,Ahmedabad,5134
2,Apartment,Vaishnodevi,Ready to move,1080,Ahmedabad,4166
3,Apartment,Gota,Ready to move,1815,Ahmedabad,3899
2,Apartment,Vaishnodevi,Ready to move,1350,Ahmedabad,4000
2,Apartment,Maninagar,Ready to move,684,Ahmedabad,4897
2,Apartment,New Ranip,Ready to move,1305,Ahmedabad,3524
4,Villa,Memnagar,Ready to move,7500,Ahmedabad,14666
4,Penthouse,Shilaj,Ready to move,3950,Ahmedabad,5949
2,Apartment,Near Nirma University On SG Highway,Under Construction,685,Ahmedabad,5839
3,Apartment,NikolNaroda Road,Ready to move,1935,Ahmedabad,3979
3,Apartment,Nikol,Ready to move,1980,Ahmedabad,3131
3,Apartment,Shela,Ready to move,1420,Ahmedabad,3323
3,Apartment,Shela,Under Construction,1426,Ahmedabad,2917
2,Apartment,Shilaj,Under Construction,1285,Ahmedabad,3190
3,Apartment,Mahavir Nagar Society,Under Construction,1885,Ahmedabad,5941
3,Apartment,South Bopal,Under Construction,1450,Ahmedabad,3200
4,Apartment,Bopal,Under Construction,2425,Ahmedabad,4371
3,Apartment,Bopal,Under Construction,1742,Ahmedabad,4672
3,Apartment,Bopal,Under Construction,1850,Ahmedabad,4400
4,Apartment,Sindhu Bhavan Marg,Ready to move,3120,Ahmedabad,3365
3,Apartment,Mahavir Nagar Society,Under Construction,2102,Ahmedabad,5708
4,Apartment,Thaltej,Ready to move,3400,Ahmedabad,5852
4,Apartment,Thaltej,Ready to move,2541,Ahmedabad,6021
3,Apartment,Chandkheda,Ready to move,1762,Ahmedabad,2894
2,Apartment,South Bopal,Under Construction,1185,Ahmedabad,2818
4,Apartment,Prahlad Nagar,Ready to move,2415,Ahmedabad,6169
4,Apartment,Prahlad Nagar,Ready to move,2415,Ahmedabad,6211
2,Apartment,Vejalpur,Ready to move,1250,Ahmedabad,3840
3,Independent Floor,Vejalpur,Ready to move,1135,Ahmedabad,5726
3,Apartment,Prahlad Nagar,Under Construction,1600,Ahmedabad,6500
3,Apartment,Prahlad Nagar,Under Construction,1755,Ahmedabad,6096
4,Apartment,Thaltej,Ready to move,2405,Ahmedabad,8773
3,Apartment,Thaltej,Under Construction,2384,Ahmedabad,5914
2,Apartment,Near Vaishno Devi Circle On SG Highway,Under Construction,1425,Ahmedabad,4140
2,Apartment,Near Vaishno Devi Circle On SG Highway,Under Construction,1325,Ahmedabad,4150
